"Data da Última Modificação","Informação Retida","Base do Registro","Código da Instituição","Código da Coleção","Número de Catálogo","Localização na Coleção (Armário)","Localização no Armário (Gaveta/Frasco)","Número de Catálogo Anterior","Item Relacionado ao Catálogo","Tipo de Relacionamento","Nome Científico Aceito","Nome Científico","Autor do Nome Científico","Reino","Filo","Subfilo","Classe","Ordem","Subordem","Família","Subfamília","Tribo","Gênero","Subgênero","Epíteto Específico","Epíteto Infraespecífico","Nível do Táxon","Status Taxonômico","Nome Original Usado","Nome Vulgar","Código Nomenclatural","Imprecisão","Determinado Por","Data da Determinação","Tipo Nomenclatural","Coletor","Número da Etiqueta de Campo","Número do Campo","Dia da Coleta","Mês da Coleta","Ano da Coleta","Hora/Intervalo do Evento","Data/Intervalo do Evento","Data Coleta Textual","Método de Coleta","Habitat","Observações do Evento","Anotações de Campo","Continente/Oceano","País","Código do País","Bacia Hidrográfica","Estado/Província/Região","Município","Sub-Região/Distrito","Localidade","Latitude","Longitude","Latitude Decimal","Longitude Decimal","Precisão da Coordenada (m)","Datum","Retângulo Envolvente","Altitude Mínima (m)","Altitude Máxima (m)","Corpo D'Água","Profundidade Mínima (m)","Profundidade Máxima (m)","Observações do Local","Tipo de Preparação","Número de Indivíduos","Sexo","Medidas","Fase da Vida","Condição Reprodutiva","Modo de Estabelecimento","Comportamento","Observações de Ocorrência","Disposição","Guia de remessa","Referências Associadas","Citação Bibliográfica","Nome do Conjunto de Dados","Mídia Associada","Sistema de Classificação","ID da Ocorrência","Identificações Anteriores"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00915","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.","PAN046","x","13","12","2015","x","2015-12-11/2015-12-13","13.XII.2015","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'36.62""S","57°01'10.31""W","-19.576839","-57.019531","x","WGS84","x","90","90","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00915","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00916","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora brasiliensis Brunner von Wattenwyl, 1878","Hyperophora brasiliensis","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","brasiliensis","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","2017-01-20","voucher","CHAMORRO-RENGIFO, J.; OLIVIER, R. S.; SEVERO-NETO, F.","x","x","18","09","2015","x","2015-09-17/2015-09-18","18.IX.2015","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Passo do Lontra","Base de Estudos do Pantanal - UFMS","19°34'36.62""S","57°01'10.31""W","-19.576839","-57.019531","x","WGS84","x","90","90","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00916","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00917","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.3","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.","MS008","x","05","12","2013","x","2013-12-05","05.XII.2013","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Miranda","x","19°23'49.06""S","57°02'21.2""W","-19.396961","-57.039222","x","WGS84","x","90","90","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00917","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00918","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.","MS010","x","05","12","2013","x","2013-12-05","05.XII.2013","busca ativa","Pantanal","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Corumbá","Pantanal do Miranda","x","19°23'49.06""S","57°02'21.2""W","-19.396961","-57.039222","x","WGS84","x","90","90","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00918","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00919","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; CHAMORRO-RENGIFO, J.; MONTEIRO, U.","CG054","x","18","12","2015","x","2015-12-18","18.XII.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","20°29'19.09""S","54°39'39.06""W","-20.488636","-54.660850","x","WGS84","x","615","615","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00919","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00920","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; CHAMORRO-RENGIFO, J.","CAX31","x","03","09","2016","x","2016-09-02/2016-09-03","03.IX.2016","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Pesqueiro Cachoeira das Palmeiras II; próximo ao Rio Taquari","18°21'45""S","54°36'56""W","-18.362500","-54.615556","x","WGS84","x","309","309","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00920","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00921","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; ARANDA, R.; MELLO, E.; MONTEIRO, U.","MS012","x","14","06","2015","x","2015-06-12/2015-06-14","14.VI.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Próximo Rio Taquari","18°21'45""S","54°36'56""W","-18.362500","-54.615556","x","WGS84","x","309","309","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00921","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00922","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; CHAMORRO-RENGIFO, J.; MONTEIRO, U.","CG036","x","18","12","2015","x","2015-12-18","18.XII.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","20°29'19.09""S","54°39'39.06""W","-20.488636","-54.660850","x","WGS84","x","615","615","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00922","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00923","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; CHAMORRO-RENGIFO, J.; MONTEIRO, U.","CG091","x","18","12","2015","x","2015-12-18","18.XII.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","20°29'19.09""S","54°39'39.06""W","-20.488636","-54.660850","x","WGS84","x","615","615","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00923","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00924","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; CHAMORRO-RENGIFO, J.; MONTEIRO, U.","CG037","x","18","12","2015","x","2015-12-18","18.XII.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Estância Sossego","20°29'19.09""S","54°39'39.06""W","-20.488636","-54.660850","x","WGS84","x","615","615","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00924","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00925","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.3","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; ARANDA, R.; MELLO, E.; MONTEIRO, U.","MS011","x","14","06","2015","x","2015-06-12/2015-06-14","14.VI.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Próximo Rio Taquari","18°21'45""S","54°36'56""W","-18.362500","-54.615556","x","WGS84","x","309","309","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00925","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00926","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; OLIVIER, R. S.","MS016","x","03","09","2016","x","2016-09-02/2016-09-03","03.IX.2016","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Pesqueiro Cachoeira das Palmeiras II; próximo ao Rio Taquari","18°21'45""S","54°36'56""W","-18.362500","-54.615556","x","WGS84","x","309","309","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00926","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00927","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.; OLIVIER, R. S.","MS015","x","03","09","2016","x","2016-09-02/2016-09-03","03.IX.2016","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Pesqueiro Cachoeira das Palmeiras II; próximo ao Rio Taquari","18°21'45""S","54°36'56""W","-18.362500","-54.615556","x","WGS84","x","309","309","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00927","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00928","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; MONTEIRO, U.","CG043","x","07","11","2015","x","2015-11-06/2015-11-07","07.XI.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Pesqueiro Cachoeira das Palmeiras II; ps Rio Taquari","18°21'44.85""S","54°36'22.85""W","-18.362458","-54.614681","x","WGS84","x","223","223","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00928","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00929","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora minor Brunner von Wattenwyl, 1891","Hyperophora minor","Brunner von Wattenwyl, 1891","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","minor","x","espécie","aceito","x","esperança","ICZN","x","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; CHAMORRO-RENGIFO, J.","MS013","x","03","09","2016","x","2016-09-02/2016-09-03","03.IX.2016","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Pesqueiro Cachoeira das Palmeiras II; próximo ao Rio Taquari","18°21'45""S","54°36'56""W","-18.362500","-54.615556","x","WGS84","x","309","309","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"fêmea","não informado","adulto","não informado","selvagem","não informado","nenhuma","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00929","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00930","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.1","CHAMORRO-RENGIFO, J.","x","voucher","CHAMORRO-RENGIFO, J.","CG123","x","10","12","2015","x","2015-12-10","10.XII.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'30.28""S","54°37'01.33""W","-20.508411","-54.617036","x","WGS84","x","550","550","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","gravação 58","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00930","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00931","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.3","CHAMORRO-RENGIFO, J.","x","voucher","OLIVIER, R. S.; MONTEIRO, U.","CX043","x","07","11","2015","x","2015-11-06/2015-11-07","07.XI.2015","busca ativa","não informado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Coxim","x","Pesqueiro Cachoeira das Palmeiras II; ps Rio Taquari","18°21'44.85""S","54°36'22.85""W","-18.362458","-54.614681","x","WGS84","x","223","223","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00931","x"
"2020-06-26","nenhuma","PreservedSpecimen","UFMS","ZUFMS","ZUFMS-ORT00932","Sala Coleção Seca I","organizar","nenhum","nenhum","nenhum","Hyperophora sp. Brunner von Wattenwyl, 1878","Hyperophora","Brunner von Wattenwyl, 1878","Animalia","Arthropoda","Hexapoda","Insecta","Orthoptera","Ensifera","Tettigoniidae","Phaneropterinae","incertae sedis","Hyperophora","x","x","x","gênero","aceito","x","esperança","ICZN","sp.","CHAMORRO-RENGIFO, J.","x","voucher","OLIVEIRA, A. F.","MS009","x","20","04","2016","x","2016-04-20","20.IV.2016","busca ativa","Cerrado","nenhuma","nenhuma","América do Sul","Brasil","BRA","x","Mato Grosso do Sul","Campo Grande","x","Universidade Federal de Mato Grosso do Sul; Reserva Particular do Patrimônio Natural","20°30'30.28""S","54°37'01.33""W","-20.508411","-54.617036","x","WGS84","x","550","550","nenhum","nulo","nulo","nenhuma","animal inteiro (alfinetado)",1,"macho","não informado","adulto","não informado","selvagem","não informado","não informado","em tombamento","x","x","x","Projeto Pós Doutorado Juliana Chamorro","nenhuma","Cigliano et al., 2020","br:UFMS:ZUFMS:ZUFMS-ORT00932","x"
